name,stats_total,weakness,individual_stats,types
tentacruel,515,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 1.0, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0, 'fairy': 2}","[80, 70, 65, 80, 120, 100]","['water', 'poison']"
geodude,300,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[40, 80, 100, 30, 30, 20]","['rock', 'ground']"
graveler,390,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[55, 95, 115, 45, 45, 35]","['rock', 'ground']"
golem,495,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[80, 120, 130, 55, 65, 45]","['rock', 'ground']"
ponyta,410,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[50, 85, 55, 65, 65, 90]",['fire']
rapidash,500,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[65, 100, 70, 80, 80, 105]",['fire']
slowpoke,315,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 2, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[90, 65, 65, 40, 40, 15]","['water', 'psychic']"
slowbro,490,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 2, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[95, 75, 110, 100, 80, 30]","['water', 'psychic']"
magnemite,325,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0.25, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 2}","[25, 35, 70, 95, 55, 45]","['electric', 'steel']"
magneton,465,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0.25, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 2}","[50, 60, 95, 120, 70, 70]","['electric', 'steel']"
farfetchd,377,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[52, 90, 55, 58, 62, 60]","['normal', 'flying']"
doduo,310,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[35, 85, 45, 35, 35, 75]","['normal', 'flying']"
dodrio,470,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[60, 110, 70, 60, 60, 110]","['normal', 'flying']"
seel,325,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[65, 45, 55, 45, 70, 45]",['water']
dewgong,475,"{'normal': 1, 'fire': 1.0, 'water': 0.25, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 4, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[90, 70, 80, 70, 95, 70]","['water', 'ice']"
grimer,325,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[80, 80, 50, 40, 50, 25]",['poison']
muk,500,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[105, 105, 75, 65, 100, 50]",['poison']
shellder,305,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[30, 65, 100, 45, 25, 40]",['water']
cloyster,525,"{'normal': 1, 'fire': 1.0, 'water': 0.25, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 4, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 95, 180, 85, 45, 70]","['water', 'ice']"
gastly,310,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 0.5, 'ghost': 1.0, 'dragon': 1, 'dark': 0.5, 'steel': 0, 'fairy': 2}","[30, 35, 30, 100, 35, 80]","['ghost', 'poison']"
haunter,405,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 0.5, 'ghost': 1.0, 'dragon': 1, 'dark': 0.5, 'steel': 0, 'fairy': 2}","[45, 50, 45, 115, 55, 95]","['ghost', 'poison']"
gengar,500,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 0.5, 'ghost': 1.0, 'dragon': 1, 'dark': 0.5, 'steel': 0, 'fairy': 2}","[60, 65, 60, 130, 75, 110]","['ghost', 'poison']"
onix,385,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[35, 45, 160, 30, 45, 70]","['rock', 'ground']"
drowzee,328,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[60, 48, 45, 43, 90, 42]",['psychic']
hypno,483,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[85, 73, 70, 73, 115, 67]",['psychic']
krabby,325,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[30, 105, 90, 25, 25, 50]",['water']
kingler,475,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[55, 130, 115, 50, 50, 75]",['water']
voltorb,330,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[40, 30, 50, 55, 55, 100]",['electric']
electrode,490,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[60, 50, 70, 80, 80, 150]",['electric']
exeggcute,325,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 1.0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[60, 40, 80, 60, 45, 40]","['grass', 'psychic']"
exeggutor,530,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 1.0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[95, 95, 85, 125, 75, 55]","['grass', 'psychic']"
cubone,320,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[50, 50, 95, 40, 50, 35]",['ground']
marowak,425,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[60, 80, 110, 50, 80, 45]",['ground']
hitmonlee,455,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[50, 120, 53, 35, 110, 87]",['fighting']
hitmonchan,455,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[50, 105, 79, 35, 110, 76]",['fighting']
lickitung,385,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[90, 55, 75, 60, 75, 30]",['normal']
koffing,340,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[40, 65, 95, 60, 45, 35]",['poison']
weezing,490,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[65, 90, 120, 85, 70, 60]",['poison']
rhyhorn,345,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[80, 85, 95, 30, 30, 25]","['ground', 'rock']"
rhydon,485,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[105, 130, 120, 45, 45, 40]","['ground', 'rock']"
chansey,450,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[250, 5, 5, 35, 105, 50]",['normal']
tangela,435,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[65, 55, 115, 100, 40, 60]",['grass']
kangaskhan,490,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[105, 95, 80, 40, 80, 90]",['normal']
horsea,295,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[30, 40, 70, 70, 25, 60]",['water']
seadra,440,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[55, 65, 95, 95, 45, 85]",['water']
goldeen,320,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[45, 67, 60, 35, 50, 63]",['water']
seaking,450,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[80, 92, 65, 65, 80, 68]",['water']
staryu,340,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[30, 45, 55, 70, 55, 85]",['water']
starmie,520,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 2, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[60, 75, 85, 100, 85, 115]","['water', 'psychic']"
mr-mime,460,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 4, 'poison': 1.0, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[40, 45, 65, 100, 120, 90]","['psychic', 'fairy']"
scyther,500,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 0.5, 'grass': 4, 'ice': 1, 'fighting': 1.0, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[70, 110, 80, 55, 80, 105]","['bug', 'flying']"
jynx,455,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 2, 'poison': 2, 'ground': 2, 'flying': 2, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[65, 50, 35, 115, 95, 95]","['ice', 'psychic']"
electabuzz,490,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[65, 83, 57, 95, 85, 105]",['electric']
magmar,495,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[65, 95, 57, 100, 85, 93]",['fire']
pinsir,500,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[65, 125, 100, 55, 70, 85]",['bug']
tauros,490,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[75, 100, 95, 40, 70, 110]",['normal']
magikarp,200,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[20, 10, 55, 15, 20, 80]",['water']
gyarados,540,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[95, 125, 79, 60, 100, 81]","['water', 'flying']"
lapras,535,"{'normal': 1, 'fire': 1.0, 'water': 0.25, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 4, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[130, 85, 80, 85, 95, 60]","['water', 'ice']"
ditto,288,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[48, 48, 48, 48, 48, 48]",['normal']
eevee,325,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[55, 55, 50, 45, 65, 55]",['normal']
vaporeon,525,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[130, 65, 60, 110, 95, 65]",['water']
jolteon,525,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[65, 65, 60, 110, 95, 130]",['electric']
flareon,525,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[65, 130, 60, 95, 110, 65]",['fire']
porygon,395,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[65, 60, 70, 85, 75, 40]",['normal']
omanyte,355,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[35, 40, 100, 90, 55, 35]","['rock', 'water']"
omastar,495,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[70, 60, 125, 115, 70, 55]","['rock', 'water']"
kabuto,355,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[30, 80, 90, 55, 45, 55]","['rock', 'water']"
kabutops,495,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 115, 105, 65, 70, 80]","['rock', 'water']"
aerodactyl,515,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 4, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[80, 105, 65, 60, 75, 130]","['rock', 'flying']"
snorlax,540,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[160, 110, 65, 65, 110, 30]",['normal']
articuno,580,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 4, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[90, 85, 100, 95, 125, 85]","['ice', 'flying']"
